Pseudo-terminal will not be allocated because stdin is not a terminal.
Allocated port 5 for remote forward to localhost:9000
You are not authenticated.
Your tunnel will expire in 60 minutes. Upgrade to Pinggy Pro to get unrestricted tunnels. https://dashboard.pinggy.io
http://huhgl-20-61-127-52.a.free.pinggy.link
https://huhgl-20-61-127-52.a.free.pinggy.link

RB: 0, SB: 0, TC: 0, AC: 0               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 979, SB: 0, TC: 1, AC: 1               
RB: 1795, SB: 41747, TC: 2, AC: 2               
RB: 1795, SB: 79434, TC: 2, AC: 2               
RB: 78380, SB: 272312, TC: 46, AC: 2               
RB: 78380, SB: 272312, TC: 46, AC: 2               
RB: 79108, SB: 272457, TC: 46, AC: 2               
RB: 79108, SB: 272457, TC: 46, AC: 2               
RB: 79108, SB: 272457, TC: 46, AC: 2               
RB: 79108, SB: 272457, TC: 46, AC: 2               
RB: 79108, SB: 272457, TC: 46, AC: 2               
RB: 80598, SB: 273025, TC: 48, AC: 4               
RB: 80598, SB: 273025, TC: 48, AC: 3               
RB: 80598, SB: 273025, TC: 49, AC: 4               
RB: 80598, SB: 273025, TC: 49, AC: 3               
RB: 80598, SB: 273025, TC: 50, AC: 4               
RB: 80624, SB: 273025, TC: 48, AC: 3               
RB: 80624, SB: 273025, TC: 48, AC: 2               
RB: 80650, SB: 273025, TC: 48, AC: 2               
RB: 80676, SB: 273025, TC: 48, AC: 2               
RB: 80702, SB: 273025, TC: 48, AC: 2               
RB: 80728, SB: 273025, TC: 48, AC: 2               
RB: 80780, SB: 273025, TC: 48, AC: 2               
RB: 80832, SB: 273025, TC: 48, AC: 2               
RB: 80858, SB: 273025, TC: 48, AC: 2               
RB: 80884, SB: 273025, TC: 48, AC: 2               
RB: 80910, SB: 273025, TC: 48, AC: 2               
RB: 80936, SB: 273025, TC: 48, AC: 2               
RB: 80962, SB: 273025, TC: 48, AC: 2               
RB: 80988, SB: 273025, TC: 48, AC: 2               
RB: 80988, SB: 273025, TC: 48, AC: 1               
RB: 80988, SB: 273025, TC: 49, AC: 2               
RB: 81014, SB: 273025, TC: 48, AC: 2               
RB: 81040, SB: 273025, TC: 48, AC: 2               
RB: 81040, SB: 273025, TC: 48, AC: 1               
RB: 81040, SB: 273025, TC: 49, AC: 2               
RB: 81040, SB: 273025, TC: 48, AC: 1               
RB: 81040, SB: 273025, TC: 48, AC: 0               
RB: 81040, SB: 273025, TC: 49, AC: 1               
RB: 81046, SB: 273027, TC: 48, AC: 1               
